"dispersal_scale","sigma","divergence_threshold","model","NSP","LDG","Occ","Gamma","PD","MPD","MNTD","MBS","SDBS","MT","SDT","TBS"
608.086956521739,0.00430830039525692,1.8300395256917,"SA_model_82",10,0.181611047300416,0.975169300225734,-4.89897948556636,-4.17022824599607e-16,0,0,0.645171407608702,0.013154133417609,0.979229132660533,0.062512784854788,0.0424242424242424
383.454545454545,0.00886166007905138,2.84189723320158,"SA_model_83",31,0.465133704010072,0.975169300225734,1.54580322567308,1.25827699271311,0.935207574024297,0.935207574024297,0.811891855758486,0.036838495180591,1.15114837046441,0.0358133498735237,0.147236484445787
439.612648221344,0.00544664031620553,1.07114624505929,"SA_model_84",440,0.682191669737851,0.975169300225734,-105.683301197027,0.726351973277372,2.00021466154695,2.00021466154695,0.67097053110233,0.0196979710410068,1.05817208952052,0.0374599826912613,-0.0235670928109024
664.245059288538,0.01,2.08300395256917,"SA_model_85",10,0.186276620587233,0.977426636568849,-4.13600552642791,0.829371218759808,0.829371218759831,0.829371218759831,0.835570868446772,0.042040533360013,1.17322580243132,0.0723942957902472,-0.0636363636363636
551.928853754941,0.0031699604743083,2.58893280632411,"SA_model_86",10,0.163371421280409,0.975169300225734,-3.50973078617561,0.929123951134111,0.929123951133929,0.929123951133929,0.599464980836188,0.0125387036554013,0.94584502017992,0.0646346241049554,0.552447552447553
327.296442687747,0.00772332015810277,1.57707509881423,"SA_model_87",340,0.415290799266299,0.975169300225734,17.18101501428,-0.245209588985247,0.714372461028139,0.714372461028139,0.740770607074428,0.0353224732983577,1.11154903013918,0.0481410515156488,-0.0143643863123136
299.217391304348,0.00373913043478261,2.96837944664032,"SA_model_88",77,0.483735151639558,0.975169300225734,4.45612809112414,0.754896218668807,0.674014933019087,0.674014933019087,0.619114531488337,0.0148514097054176,0.960758125288585,0.048589818558398,0.406014898183386
523.849802371542,0.00829249011857707,1.95652173913043,"SA_model_89",10,0.152856771766519,0.975169300225734,-4.13600552642791,0.752504772631874,0.752504772631889,0.752504772631889,0.769084962951516,0.0376459329898754,1.11957609015933,0.0609461822572438,0.327272727272727
636.166007905138,0.00146245059288538,1.45059288537549,"SA_model_90",11,0.179134979036854,0.977426636568849,-3.65857397634519,0.381254360759518,0.381254360759467,0.381254360759467,0.547872244085693,0.00588707139773778,0.896104857866787,0.0577479477294259,-0.426573426573427
411.533596837945,0.00601581027667984,2.46245059288538,"SA_model_91",15,0.307957985084943,0.975169300225734,-0.90666919753294,1.3168878398636,1.14968772988814,1.14968772988814,0.707835415059428,0.0176757924814112,1.05623417156958,0.0535944080555134,0.057029926595144
355.375494071146,0.00260079051383399,1.70355731225296,"SA_model_92",206,0.53928621287862,0.972911963882618,15.8906247916177,0.0429003263362953,0.117695814647813,0.117695814647813,0.581456232795504,0.0114203120363936,0.923176752624965,0.0556661161165073,0.0532334020970239
580.00790513834,0.00715415019762846,2.71541501976285,"SA_model_93",10,0.112641131105028,0.975169300225734,-4.10464445110435,0.758141219074593,0.758141219074694,0.758141219074694,0.722902405659258,0.0276700042113032,1.08723943567436,0.0614905271620003,0.245454545454545
467.691699604743,0.00487747035573123,2.20948616600791,"SA_model_94",15,0.331521162376427,0.975169300225734,-2.00359571199761,0.646226952963866,0.529767074132305,0.529767074132305,0.669996578727193,0.0236932518984894,1.01696637994514,0.056547771375486,0.0637254901960784
243.059288537549,0.00943083003952569,1.19762845849802,"SA_model_95",4026,0.240033980249639,0.975169300225734,-630.641054193731,3.41031760019576,5.34455234186497,5.34455234186497,0.810997152988891,0.0359756558214182,1.00125500377379,0.0340269390931876,0.0541787831972272
236.0395256917,0.00217391304347826,2.87351778656126,"SA_model_96",616,0.286715434371445,0.970654627539503,-449.22775603897,-0.75011697538367,-0.400130329254535,-0.400130329254535,0.573328100149047,0.00778065271849779,0.900635960513113,0.0542882397756556,0.03194154064581
460.671936758893,0.00672727272727273,1.86166007905138,"SA_model_97",10,0.189952216527637,0.975169300225734,-4.13600552642791,0.625696671561586,0.625696671561564,0.625696671561564,0.715260798608628,0.0203783870515414,1.06216853250809,0.0658865327149749,0.672727272727273
572.98814229249,0.00445059288537549,1.35573122529644,"SA_model_98",18,0.261568999451314,0.975169300225734,-1.4281004017425,0.533252979132028,0.423144181108219,0.423144181108219,0.644092688693459,0.0207877871902151,0.99869958458315,0.0512499670799332,0.437747035573123
348.355731225296,0.00900395256916996,2.36758893280632,"SA_model_99",30,0.498980192346832,0.975169300225734,2.14307275354562,1.21620836303331,1.09410077076279,1.09410077076279,0.802445146508842,0.0363318728730686,1.14390929004415,0.0297895382797273,-0.0454298642533937
404.513833992095,0.00331225296442688,1.60869565217391,"SA_model_100",82,0.624935938701652,0.975169300225734,4.71582641802524,1.24482048045651,0.946515490702054,0.946515490702054,0.610999712282588,0.0128085753887959,0.966913452178509,0.0386666895840696,-0.556503903336482
629.146245059289,0.00786561264822135,2.62055335968379,"SA_model_101",10,0.105638588510733,0.975169300225734,-4.10464445110435,0.796448155411127,0.796448155411246,0.796448155411246,0.749614799069976,0.0193015300548626,1.12952573133273,0.0698821175281254,-0.518181818181818
516.830039525692,0.00103557312252964,2.11462450592885,"SA_model_102",12,0.177761953576534,0.975169300225734,-4.76555058902499,0.0114616757377068,0.0114616757373849,0.0114616757373849,0.536769985485505,0.00366554379187281,0.887947703971378,0.0540186641633068,-0.216783216783217
292.197628458498,0.00558893280632411,1.10276679841897,"SA_model_103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320.276679841897,0.0050197628458498,2.49407114624506,"SA_model_104",104,0.543372839128712,0.975169300225734,5.68633418033534,0.456541070702144,0.482006489418483,0.482006489418483,0.65649008845843,0.0155353127219009,1.00200705710686,0.0428232037895806,0.231778326183315
544.909090909091,0.00957312252964427,1.48221343873518,"SA_model_105",28,0.493161633567353,0.977426636568849,0.172215973226928,1.36102972334956,1.09801352691325,1.09801352691325,0.803587164186864,0.0224543198249283,1.19244314938858,0.0523082461885889,-0.324577861163227
657.225296442688,0.00274308300395257,1.98814229249012,"SA_model_106",11,0.227947717425395,0.975169300225734,-2.37864077669903,1.02580108908045,1.02580108908037,1.02580108908037,0.591745576365806,0.0122907239793392,0.951056995864204,0.0543776073598064,0.261538461538461
432.592885375494,0.00729644268774704,3,"SA_model_107",13,0.280007150265856,0.975169300225734,-2.9445727482679,0.568523264916715,0.568523264916709,0.568523264916709,0.739896304292641,0.0348078674260825,1.09042485709067,0.0719250529206169,0.362637362637363
376.434782608696,0.00160474308300395,1.22924901185771,"SA_model_108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
601.067193675889,0.00615810276679842,2.24110671936759,"SA_model_109",11,0.127892454451535,0.977426636568849,-4.19826306855172,0.783751636137953,0.783751636138117,0.783751636138117,0.695388569288496,0.0236904260092816,1.05157684389742,0.0614934910456621,0.427272727272727
488.750988142292,0.00388142292490119,2.74703557312253,"SA_model_110",10,0.189078692740946,0.975169300225734,-4.89897948556636,-6.09494897491734e-16,0,0,0.62619862913902,0.0182373809709495,0.96983893524572,0.0595051992814259,-0.103030303030303
264.118577075099,0.00843478260869565,1.73517786561265,"SA_model_111",1799,0.276144441657112,0.975169300225734,-5.82694010869409,-1.91658511908014,-0.159048568354042,-0.159048568354042,0.767929233791928,0.0301407474196014,1.06139284592175,0.0453017217675385,0.289839162402689
250.079051383399,0.00416600790513834,1.41897233201581,"SA_model_112",4059,0.386052154625667,0.975169300225734,-558.621215592754,4.19897277665448,5.62285205958724,5.62285205958724,0.63526777005903,0.0161969650613717,0.884805803263832,0.0421433636165308,0.0517466330477087
474.711462450593,0.00871936758893281,2.43083003952569,"SA_model_113",11,0.110284707197019,0.975169300225734,-4.78861105621984,0.088310654057349,0.0883106540574339,0.0883106540574339,0.773633319585125,0.031106485362392,1.13596356524001,0.0653566315341171,-0.290909090909091
587.02766798419,0.00188932806324111,2.93675889328063,"SA_model_114",10,0.107685770948946,0.975169300225734,-4.10464445110435,0.699599599981032,0.699599599981118,0.699599599981118,0.558453708348519,0.00790583081154601,0.911303507738138,0.0562400213739923,0.127272727272727
